"";"code_pcs";"intitule_pcs";"libelle"
"1";"10A1";"Exploitants agricoles en grandes cultures";"Agriculteur céréalier / Agricultrice céréalière"
"2";"10A1";"Exploitants agricoles en grandes cultures";"Agriculteur en grandes cultures / Agricultrice en grandes cultures"
"3";"10A1";"Exploitants agricoles en grandes cultures";"Exploitant agricole en grandes cultures / Exploitante agricole en grandes cultures"
"4";"10A1";"Exploitants agricoles en grandes cultures";"Aide familial d'exploitant agricole en grandes cultures / Aide familiale d'exploitant agricole en grandes cultures"
"5";"10A1";"Exploitants agricoles en grandes cultures";"Betteravier / Betteravière"
"6";"10A1";"Exploitants agricoles en grandes cultures";"Céréalier / Céréalière"
"7";"10A1";"Exploitants agricoles en grandes cultures";"Cultivateur / Cultivatrice"
"8";"10A1";"Exploitants agricoles en grandes cultures";"Cultivateur de cultures industrielles / Cultivatrice de cultures industrielles"
"9";"10A1";"Exploitants agricoles en grandes cultures";"Cultivateur de légumes de plein champ / Cultivatrice de légumes de plein champ"
"10";"10A1";"Exploitants agricoles en grandes cultures";"Cultivateur de pommes de terre / Cultivatrice de pommes de terre"
"11";"10A1";"Exploitants agricoles en grandes cultures";"Cultivateur de tabac / Cultivatrice de tabac"
"12";"10A1";"Exploitants agricoles en grandes cultures";"Maïsiculteur / Maïsicultrice"
"13";"10A1";"Exploitants agricoles en grandes cultures";"Riziculteur / Rizicultrice"
"14";"10A1";"Exploitants agricoles en grandes cultures";"Sojaculteur / Sojacultrice"
"15";"10A2";"Maraîchers, horticulteurs et pépiniéristes";"Agriculteur en maraîchage / Agricultrice en maraîchage"
"16";"10A2";"Maraîchers, horticulteurs et pépiniéristes";"Exploitant agricole en maraîchage / Exploitante agricole en maraîchage"
"17";"10A2";"Maraîchers, horticulteurs et pépiniéristes";"Horticulteur / Horticultrice"
"18";"10A2";"Maraîchers, horticulteurs et pépiniéristes";"Maraîcher / Maraîchère"
"19";"10A2";"Maraîchers, horticulteurs et pépiniéristes";"Agriculteur en horticulture / Agricultrice en horticulture"
"20";"10A2";"Maraîchers, horticulteurs et pépiniéristes";"Aide familial d'exploitant agricole en maraîchage / Aide familiale d'exploitant agricole en maraîchage"
"21";"10A2";"Maraîchers, horticulteurs et pépiniéristes";"Bulbiculteur / Bulbicultrice"
"22";"10A2";"Maraîchers, horticulteurs et pépiniéristes";"Cressiculteur / Cressicultrice"
"23";"10A2";"Maraîchers, horticulteurs et pépiniéristes";"Cultivateur de champignons / Cultivatrice de champignons"
"24";"10A2";"Maraîchers, horticulteurs et pépiniéristes";"Exploitant agricole en horticulture / Exploitante agricole en horticulture"
"25";"10A2";"Maraîchers, horticulteurs et pépiniéristes";"Floriculteur / Floricultrice"
"26";"10A2";"Maraîchers, horticulteurs et pépiniéristes";"Gérant d'exploitation maraîchère / Gérante d'exploitation maraîchère"
"27";"10A2";"Maraîchers, horticulteurs et pépiniéristes";"Pépiniériste"
"28";"10A2";"Maraîchers, horticulteurs et pépiniéristes";"Primeur (producteur) / Primeur (productrice)"
"29";"10A2";"Maraîchers, horticulteurs et pépiniéristes";"Producteur de fleurs / Productrice de fleurs"
"30";"10A2";"Maraîchers, horticulteurs et pépiniéristes";"Producteur de légumes / Productrice de légumes"
"31";"10A2";"Maraîchers, horticulteurs et pépiniéristes";"Producteur de plants / Productrice de plants"
"32";"10A3";"Viticulteurs, arboriculteurs";"Agriculteur en viticulture / Agricultrice en viticulture"
"33";"10A3";"Viticulteurs, arboriculteurs";"Arboriculteur / Arboricultrice"
"34";"10A3";"Viticulteurs, arboriculteurs";"Viticulteur / Viticultrice"
"35";"10A3";"Viticulteurs, arboriculteurs";"Agriculteur en arboriculture / Agricultrice en arboriculture"
"36";"10A3";"Viticulteurs, arboriculteurs";"Agrumiculteur / Agrumicultrice"
"37";"10A3";"Viticulteurs, arboriculteurs";"Exploitant agricole en arboriculture / Exploitante agricole en arboriculture"
"38";"10A3";"Viticulteurs, arboriculteurs";"Exploitant viticole / Exploitante viticole"
"39";"10A3";"Viticulteurs, arboriculteurs";"Gérant d'exploitation viticole / Gérante d'exploitation viticole"
"40";"10A3";"Viticulteurs, arboriculteurs";"Pomiculteur / Pomicultrice"
"41";"10A3";"Viticulteurs, arboriculteurs";"Producteur de fraises / Productrice de fraises"
"42";"10A3";"Viticulteurs, arboriculteurs";"Producteur de fruits / Productrice de fruits"
"43";"10A3";"Viticulteurs, arboriculteurs";"Producteur de petits fruits / Productrice de petits fruits"
"44";"10A3";"Viticulteurs, arboriculteurs";"Propriétaire-récoltant"
"45";"10A3";"Viticulteurs, arboriculteurs";"Vigneron / Vigneronne"
"46";"10A4";"Éleveurs de bovins";"Agriculteur éleveur bovins / Agricultrice éleveuse bovins"
"47";"10A4";"Éleveurs de bovins";"Éleveur de bovins / Éleveuse de bovins"
"48";"10A4";"Éleveurs de bovins";"Aide familial d'éleveur bovin / Aide familiale d'éleveur bovin"
"49";"10A4";"Éleveurs de bovins";"Éleveur de vaches allaitantes / Éleveuse de vaches allaitantes"
"50";"10A4";"Éleveurs de bovins";"Éleveur de vaches laitières / Éleveuse de vaches laitières"
"51";"10A4";"Éleveurs de bovins";"Exploitant agricole éleveur bovins / Exploitante agricole éleveuse bovins"
"52";"10A4";"Éleveurs de bovins";"Producteur de lait de vache / Productrice de lait de vache"
"53";"10A5";"Éleveurs de moutons, chèvres, chevaux et autres herbivores";"Agriculteur éleveur caprins / Agricultrice éleveuse caprins"
"54";"10A5";"Éleveurs de moutons, chèvres, chevaux et autres herbivores";"Agriculteur éleveur ovins / Agricultrice éleveuse ovins"
"55";"10A5";"Éleveurs de moutons, chèvres, chevaux et autres herbivores";"Exploitant agricole éleveur ovins / Exploitante agricole éleveuse ovins"
"56";"10A5";"Éleveurs de moutons, chèvres, chevaux et autres herbivores";"Agriculteur éleveur équins / Agricultrice éleveuse équins"
"57";"10A5";"Éleveurs de moutons, chèvres, chevaux et autres herbivores";"Éleveur de chevaux / Éleveuse de chevaux"
"58";"10A5";"Éleveurs de moutons, chèvres, chevaux et autres herbivores";"Éleveur de chèvres/ Éleveuse de chèvres"
"59";"10A5";"Éleveurs de moutons, chèvres, chevaux et autres herbivores";"Éleveur de moutons / Éleveuse de moutons"
"60";"10A5";"Éleveurs de moutons, chèvres, chevaux et autres herbivores";"Exploitant agricole éleveur caprins / Exploitante agricole éleveuse caprins"
"61";"10A5";"Éleveurs de moutons, chèvres, chevaux et autres herbivores";"Exploitant agricole éleveur équins / Exploitante agricole éleveuse équins"
"62";"10A5";"Éleveurs de moutons, chèvres, chevaux et autres herbivores";"Producteur de lait de brebis / Productrice de lait de brebis"
"63";"10A5";"Éleveurs de moutons, chèvres, chevaux et autres herbivores";"Producteur de lait de chèvres / Productrice de lait de chèvres"
"64";"10A6";"Éleveurs de volailles et de porcs";"Agriculteur éleveur de volailles / Agricultrice éleveuse de volailles"
"65";"10A6";"Éleveurs de volailles et de porcs";"Agriculteur éleveur porcins / Agricultrice éleveuse porcins"
"66";"10A6";"Éleveurs de volailles et de porcs";"Exploitant agricole éleveur de volailles / Exploitante agricole éleveuse de volailles"
"67";"10A6";"Éleveurs de volailles et de porcs";"Aviculteur / Avicultrice"
"68";"10A6";"Éleveurs de volailles et de porcs";"Éleveur de gibiers / Éleveuse de gibiers"
"69";"10A6";"Éleveurs de volailles et de porcs";"Éleveur de granivores / Éleveuse de granivores"
"70";"10A6";"Éleveurs de volailles et de porcs";"Éleveur de porcs / Éleveuse de porcs"
"71";"10A6";"Éleveurs de volailles et de porcs";"Éleveur de volailles / Éleveuse de volailles"
"72";"10A6";"Éleveurs de volailles et de porcs";"Engraisseur de porcins / Engraisseuse de porcins"
"73";"10A6";"Éleveurs de volailles et de porcs";"Exploitant agricole éleveur de porcs / Exploitante agricole éleveuse de porcs"
"74";"10A6";"Éleveurs de volailles et de porcs";"Naisseur-engraisseur / Naisseuse-engraisseuse"
"75";"10A6";"Éleveurs de volailles et de porcs";"Producteur de foie gras / Productrice de foie gras"
"76";"10A7";"Autres exploitants agricoles";"Agriculteur en polyculture-élevage / Agricultrice en polyculture-élevage"
"77";"10A7";"Autres exploitants agricoles";"Exploitant agricole en polyculture-élevage / Exploitante agricole en polyculture-élevage"
"78";"10A7";"Autres exploitants agricoles";"Aide familial d'exploitant agricole en polyculture-élevage / Aide familiale d'exploitant agricole en polyculture-élevage"
"79";"10A7";"Autres exploitants agricoles";"Apiculteur / Apicultrice"
"80";"10A7";"Autres exploitants agricoles";"Collecteur d'espèces sauvages / Collectrice d'espèces sauvages"
"81";"10A7";"Autres exploitants agricoles";"Cueilleur de champignons / Cueilleuse de champignons"
"82";"10A7";"Autres exploitants agricoles";"Cuniculiculteur / Cuniculicultrice"
"83";"10A7";"Autres exploitants agricoles";"Éleveur canin / Éleveuse canine"
"84";"10A7";"Autres exploitants agricoles";"Éleveur d'animaux à fourrure / Éleveuse d'animaux à fourrure"
"85";"10A7";"Autres exploitants agricoles";"Éleveur d'insectes / Éleveuse d'insectes"
"86";"10A7";"Autres exploitants agricoles";"Éleveur de chats / Éleveuse de chats"
"87";"10A7";"Autres exploitants agricoles";"Éleveur de chiens / Éleveuse de chiens"
"88";"10A7";"Autres exploitants agricoles";"Héliciculteur / Hélicicultrice"
"89";"10A7";"Autres exploitants agricoles";"Lombriculteur / Lombricultrice"
"90";"10B1";"Entrepreneurs de travaux agricoles, ruraux et forestiers";"Bûcheron / Bûcheronne"
"91";"10B1";"Entrepreneurs de travaux agricoles, ruraux et forestiers";"Exploitant forestier / Exploitante forestière"
"92";"10B1";"Entrepreneurs de travaux agricoles, ruraux et forestiers";"Abatteur d'arbres / Abatteuse d'arbres"
"93";"10B1";"Entrepreneurs de travaux agricoles, ruraux et forestiers";"Arboriste-grimpeur / Arboriste-grimpeuse"
"94";"10B1";"Entrepreneurs de travaux agricoles, ruraux et forestiers";"Artisan élagueur / Artisane élagueuse"
"95";"10B1";"Entrepreneurs de travaux agricoles, ruraux et forestiers";"Débardeur forestier / Débardeuse forestière"
"96";"10B1";"Entrepreneurs de travaux agricoles, ruraux et forestiers";"Entrepreneur de battage / Entrepreneuse de battage"
"97";"10B1";"Entrepreneurs de travaux agricoles, ruraux et forestiers";"Entrepreneur de travaux agricoles / Entrepreneuse de travaux agricoles"
"98";"10B1";"Entrepreneurs de travaux agricoles, ruraux et forestiers";"Entrepreneur de travaux forestiers / Entrepreneuse de travaux forestiers"
"99";"10B1";"Entrepreneurs de travaux agricoles, ruraux et forestiers";"Entrepreneur de travaux ruraux / Entrepreneuse de travaux ruraux"
"100";"10B1";"Entrepreneurs de travaux agricoles, ruraux et forestiers";"Leveur de liège / Leveuse de liège"
"101";"10B1";"Entrepreneurs de travaux agricoles, ruraux et forestiers";"Résinier / Résinière"
"102";"10B1";"Entrepreneurs de travaux agricoles, ruraux et forestiers";"Schlitteur / Schlitteuse"
"103";"10B1";"Entrepreneurs de travaux agricoles, ruraux et forestiers";"Sylviculteur / Sylvicultrice"
"104";"10C1";"Entrepreneurs de la pêche et de l’aquaculture";"Marin-pêcheur / Marin-pêcheuse"
"105";"10C1";"Entrepreneurs de la pêche et de l’aquaculture";"Aquaculteur / Aquacultrice"
"106";"10C1";"Entrepreneurs de la pêche et de l’aquaculture";"Chasseur de coquillages / Chasseuse de coquillages"
"107";"10C1";"Entrepreneurs de la pêche et de l’aquaculture";"Conchyliculteur / Conchylicultrice"
"108";"10C1";"Entrepreneurs de la pêche et de l’aquaculture";"Éleveur de poissons / Éleveuse de poissons"
"109";"10C1";"Entrepreneurs de la pêche et de l’aquaculture";"Goémonier / Goémonière"
"110";"10C1";"Entrepreneurs de la pêche et de l’aquaculture";"Ligneur / Ligneuse"
"111";"10C1";"Entrepreneurs de la pêche et de l’aquaculture";"Mytiliculteur / Mytilicultrice"
"112";"10C1";"Entrepreneurs de la pêche et de l’aquaculture";"Ostréiculteur / Ostréicultrice"
"113";"10C1";"Entrepreneurs de la pêche et de l’aquaculture";"Paludier / Paludière"
"114";"10C1";"Entrepreneurs de la pêche et de l’aquaculture";"Patron pêcheur / Patronne pêcheuse"
"115";"10C1";"Entrepreneurs de la pêche et de l’aquaculture";"Pêcheur / Pêcheuse"
"116";"10C1";"Entrepreneurs de la pêche et de l’aquaculture";"Pêcheur à pied / Pêcheuse à pied"
"117";"10C1";"Entrepreneurs de la pêche et de l’aquaculture";"Pisciculteur / Piscicultrice"
"118";"10C1";"Entrepreneurs de la pêche et de l’aquaculture";"Salinier / Salinière"
"119";"10C1";"Entrepreneurs de la pêche et de l’aquaculture";"Salmoniculteur / Salmonicultrice"
"120";"21A1";"Entrepreneurs en parcs et jardins, paysagistes";"Artisan jardinier / Artisane jardinière"
"121";"21A1";"Entrepreneurs en parcs et jardins, paysagistes";"Artisan paysagiste / Artisane paysagiste"
"122";"21A1";"Entrepreneurs en parcs et jardins, paysagistes";"Paysagiste"
"123";"21A1";"Entrepreneurs en parcs et jardins, paysagistes";"Artisan en parcs et jardins / Artisane en parcs et jardins"
"124";"21A1";"Entrepreneurs en parcs et jardins, paysagistes";"Entrepreneur espaces verts / Entrepreneuse espaces verts"
"125";"21A1";"Entrepreneurs en parcs et jardins, paysagistes";"Entrepreneur paysagiste / Entrepreneuse paysagiste"
"126";"21A1";"Entrepreneurs en parcs et jardins, paysagistes";"Jardinier / Jardinière"
"127";"21A1";"Entrepreneurs en parcs et jardins, paysagistes";"Jardinier paysagiste / Jardinière paysagiste"
"128";"21B1";"Artisans maçons";"Artisan maçon / Artisane maçonne"
"129";"21B1";"Artisans maçons";"Maçon / Maçonne"
"130";"21B1";"Artisans maçons";"Chef d'entreprise de maçonnerie / Cheffe d'entreprise de maçonnerie"
"131";"21B1";"Artisans maçons";"Cheministe"
"132";"21B1";"Artisans maçons";"Enduiseur / Enduiseuse"
"133";"21B1";"Artisans maçons";"Entrepreneur en maçonnerie / Entrepreneuse en maçonnerie"
"134";"21B1";"Artisans maçons";"Étancheur / Étancheuse"
"135";"21B1";"Artisans maçons";"Façadier-crépisseur / Façadière-crépisseuse"
"136";"21B1";"Artisans maçons";"Façadier-enduiseur / Façadière-enduiseuse"
"137";"21B1";"Artisans maçons";"Fumiste"
"138";"21B1";"Artisans maçons";"Gérant d'une entreprise de maçonnerie / Gérante d'une entreprise de maçonnerie"
"139";"21B1";"Artisans maçons";"Maçon carreleur / Maçonne carreleuse"
"140";"21B1";"Artisans maçons";"Maçon coffreur / Maçonne coffreuse"
"141";"21B1";"Artisans maçons";"Piscinier / Piscinière"
"142";"21B2";"Artisans charpentiers, couvreurs";"Artisan couvreur / Artisane couvreuse"
"143";"21B2";"Artisans charpentiers, couvreurs";"Charpentier couvreur / Charpentière couvreuse"
"144";"21B2";"Artisans charpentiers, couvreurs";"Artisan charpentier / Artisane charpentière"
"145";"21B2";"Artisans charpentiers, couvreurs";"Artisan zingueur / Artisane zingueuse"
"146";"21B2";"Artisans charpentiers, couvreurs";"Bardeur / Bardeuse"
"147";"21B2";"Artisans charpentiers, couvreurs";"Charpentier / Charpentière"
"148";"21B2";"Artisans charpentiers, couvreurs";"Couvreur / Couvreuse"
"149";"21B2";"Artisans charpentiers, couvreurs";"Ferblantier-couvreur / Ferblantière-couvreuse"
"150";"21B2";"Artisans charpentiers, couvreurs";"Plombier couvreur / Plombière couvreuse"
"151";"21B2";"Artisans charpentiers, couvreurs";"Plombier zingueur / Plombière zingueuse"
"152";"21B2";"Artisans charpentiers, couvreurs";"Zingueur / Zingueuse"
"153";"21B3";"Artisans menuisiers du bâtiment";"Artisan menuisier du bâtiment / Artisane menuisière du bâtiment"
"154";"21B3";"Artisans menuisiers du bâtiment";"Menuisier agenceur / Menuisière agenceuse"
"155";"21B3";"Artisans menuisiers du bâtiment";"Menuisier charpentier / Menuisière charpentière"
"156";"21B3";"Artisans menuisiers du bâtiment";"Menuisier du bâtiment / Menuisière du bâtiment"
"157";"21B3";"Artisans menuisiers du bâtiment";"Cuisiniste"
"158";"21B3";"Artisans menuisiers du bâtiment";"Escaliéteur / Escaliétrice"
"159";"21B3";"Artisans menuisiers du bâtiment";"Menuisier plaquiste / Menuisière plaquiste"
"160";"21B3";"Artisans menuisiers du bâtiment";"Menuisier poseur / Menuisière poseuse"
"161";"21B3";"Artisans menuisiers du bâtiment";"Parqueteur / Parqueteuse"
"162";"21B3";"Artisans menuisiers du bâtiment";"Pévéciste"
"163";"21B3";"Artisans menuisiers du bâtiment";"Poseur de parquet / Poseuse de parquet"
"164";"21B4";"Artisans plombiers, chauffagistes";"Artisan plombier / Artisane plombière"
"165";"21B4";"Artisans plombiers, chauffagistes";"Plombier / Plombière"
"166";"21B4";"Artisans plombiers, chauffagistes";"Plombier chauffagiste / Plombière chauffagiste"
"167";"21B4";"Artisans plombiers, chauffagistes";"Artisan chauffagiste / Artisane chauffagiste"
"168";"21B4";"Artisans plombiers, chauffagistes";"Chauffagiste"
"169";"21B4";"Artisans plombiers, chauffagistes";"Climaticien / Climaticienne"
"170";"21B4";"Artisans plombiers, chauffagistes";"Frigoriste"
"171";"21B4";"Artisans plombiers, chauffagistes";"Géothermicien / Géothermicienne"
"172";"21B4";"Artisans plombiers, chauffagistes";"Installateur de climatisation / Installatrice de climatisation"
"173";"21B4";"Artisans plombiers, chauffagistes";"Installateur sanitaire / Installatrice sanitaire"
"174";"21B4";"Artisans plombiers, chauffagistes";"Monteur sanitaire / Monteuse sanitaire"
"175";"21B4";"Artisans plombiers, chauffagistes";"Poseur de canalisation (plomberie) / Poseuse de canalisation (plomberie)"
"176";"21B4";"Artisans plombiers, chauffagistes";"Réparateur frigoriste / Réparatrice frigoriste"
"177";"21B4";"Artisans plombiers, chauffagistes";"Tuyauteur du bâtiment (plomberie, chauffage) / Tuyauteuse du bâtiment (plomberie, chauffage)"
"178";"21B5";"Artisans électriciens du bâtiment";"Artisan électricien du bâtiment / Artisane électricienne du bâtiment"
"179";"21B5";"Artisans électriciens du bâtiment";"Électricien d'entretien des bâtiments / Électricienne d'entretien des bâtiments"
"180";"21B5";"Artisans électriciens du bâtiment";"Électricien du bâtiment / Électricienne du bâtiment"
"181";"21B5";"Artisans électriciens du bâtiment";"Antenniste"
"182";"21B5";"Artisans électriciens du bâtiment";"Électricien de chantier et de réseaux / Électricienne de chantier et de réseaux"
"183";"21B5";"Artisans électriciens du bâtiment";"Électricien plombier / Électricienne plombière"
"184";"21B5";"Artisans électriciens du bâtiment";"Électricien plombier chauffagiste / Électricienne plombière chauffagiste"
"185";"21B5";"Artisans électriciens du bâtiment";"Installateur d'alarme / Installatrice d'alarme"
"186";"21B5";"Artisans électriciens du bâtiment";"Installateur téléphonique / Installatrice téléphonique"
"187";"21B6";"Artisans de la peinture et des finitions du bâtiment";"Artisan peintre en bâtiment / Artisane peintre en bâtiment"
"188";"21B6";"Artisans de la peinture et des finitions du bâtiment";"Peintre en bâtiment"
"189";"21B6";"Artisans de la peinture et des finitions du bâtiment";"Plaquiste"
"190";"21B6";"Artisans de la peinture et des finitions du bâtiment";"Artisan carreleur / Artisane carreleuse"
"191";"21B6";"Artisans de la peinture et des finitions du bâtiment";"Artisan plâtrier / Artisane plâtrière"
"192";"21B6";"Artisans de la peinture et des finitions du bâtiment";"Calorifugeur / Calorifugeuse"
"193";"21B6";"Artisans de la peinture et des finitions du bâtiment";"Carreleur / Carreleuse"
"194";"21B6";"Artisans de la peinture et des finitions du bâtiment";"Façadier ravalement / Façadière ravalement"
"195";"21B6";"Artisans de la peinture et des finitions du bâtiment";"Peintre décorateur / Peintre décoratrice"
"196";"21B6";"Artisans de la peinture et des finitions du bâtiment";"Plâtrier-plaquiste / Plâtrière-plaquiste"
"197";"21B6";"Artisans de la peinture et des finitions du bâtiment";"Poseur de miroir / Poseuse de miroir"
"198";"21B6";"Artisans de la peinture et des finitions du bâtiment";"Poseur de sols / Poseuse de sols"
"199";"21B6";"Artisans de la peinture et des finitions du bâtiment";"Poseur de vitre / Poseuse de vitre"
"200";"21B6";"Artisans de la peinture et des finitions du bâtiment";"Ravaleur / Ravaleuse"
"201";"21B6";"Artisans de la peinture et des finitions du bâtiment";"Solier / Solière"
"202";"21B6";"Artisans de la peinture et des finitions du bâtiment";"Solier moquettiste / Solière moquettiste"
"203";"21B6";"Artisans de la peinture et des finitions du bâtiment";"Vitrier / Vitrière"
"204";"21B7";"Artisans tout corps de métier du bâtiment et artisans des travaux publics";"Artisan du bâtiment / Artisane du bâtiment"
"205";"21B7";"Artisans tout corps de métier du bâtiment et artisans des travaux publics";"Artisan du BTP / Artisane du BTP"
"206";"21B7";"Artisans tout corps de métier du bâtiment et artisans des travaux publics";"Chef d'entreprise du BTP / Cheffe d'entreprise du BTP"
"207";"21B7";"Artisans tout corps de métier du bâtiment et artisans des travaux publics";"Entrepreneur du bâtiment (tous corps d'état) / Entrepreneuse du bâtiment (tous corps d'état)"
"208";"21B7";"Artisans tout corps de métier du bâtiment et artisans des travaux publics";"Artificier du BTP / Artificière du BTP"
"209";"21B7";"Artisans tout corps de métier du bâtiment et artisans des travaux publics";"Artisan en travaux publics / Artisane en travaux publics"
"210";"21B7";"Artisans tout corps de métier du bâtiment et artisans des travaux publics";"Artisan en travaux VRD (voirie et réseaux divers) / Artisane en travaux VRD (voirie et réseaux divers)"
"211";"21B7";"Artisans tout corps de métier du bâtiment et artisans des travaux publics";"Artisan terrassier / Artisane terrassière"
"212";"21B7";"Artisans tout corps de métier du bâtiment et artisans des travaux publics";"Canalisateur (travaux publics) / Canalisatrice (travaux publics)"
"213";"21B7";"Artisans tout corps de métier du bâtiment et artisans des travaux publics";"Chef d'entreprise du BTP / Cheffe d'entreprise du BTP"
"214";"21B7";"Artisans tout corps de métier du bâtiment et artisans des travaux publics";"Démineur / Démineuse"
"215";"21B7";"Artisans tout corps de métier du bâtiment et artisans des travaux publics";"Démolisseur / Démolisseuse"
"216";"21B7";"Artisans tout corps de métier du bâtiment et artisans des travaux publics";"Entrepreneur en aménagements urbains / Entrepreneuse en aménagements urbains"
"217";"21B7";"Artisans tout corps de métier du bâtiment et artisans des travaux publics";"Entrepreneur en démolition / Entrepreneuse en démolition"
"218";"21B7";"Artisans tout corps de métier du bâtiment et artisans des travaux publics";"Entrepreneur en terrassement et VRD (voirie et réseaux divers) / Entrepreneuse en terrassement et VRD (voirie et réseaux divers)"
"219";"21B7";"Artisans tout corps de métier du bâtiment et artisans des travaux publics";"Foreur / Foreuse"
"220";"21B7";"Artisans tout corps de métier du bâtiment et artisans des travaux publics";"Orpailleur / Orpailleuse"
"221";"21B7";"Artisans tout corps de métier du bâtiment et artisans des travaux publics";"Puisatier / Puisatière"
"222";"21B7";"Artisans tout corps de métier du bâtiment et artisans des travaux publics";"Sondeur de gisement / Sondeuse de gisement"
"223";"21B7";"Artisans tout corps de métier du bâtiment et artisans des travaux publics";"Terrassier / Terrassière"
"224";"21C1";"Garagistes et autres artisans réparateurs";"Garagiste"
"225";"21C1";"Garagistes et autres artisans réparateurs";"Gérant de garage automobile / Gérante de garage automobile"
"226";"21C1";"Garagistes et autres artisans réparateurs";"Mécanicien d'entretien automobile / Mécanicienne d'entretien automobile"
"227";"21C1";"Garagistes et autres artisans réparateurs";"Mécanicien réparateur automobile / Mécanicienne réparatrice automobile"
"228";"21C1";"Garagistes et autres artisans réparateurs";"Artisan carrossier / Artisane carrossière"
"229";"21C1";"Garagistes et autres artisans réparateurs";"Artisan électroménager / Artisane électroménager"
"230";"21C1";"Garagistes et autres artisans réparateurs";"Artisan machines agricoles / Artisane machines agricoles"
"231";"21C1";"Garagistes et autres artisans réparateurs";"Artisan mécanicien / Artisane mécanicienne"
"232";"21C1";"Garagistes et autres artisans réparateurs";"Artisan réparateur automobile / Artisane réparatrice automobile"
"233";"21C1";"Garagistes et autres artisans réparateurs";"Carrossier peintre / Carrossière peintre"
"234";"21C1";"Garagistes et autres artisans réparateurs";"Dépanneur automobile / Dépanneuse automobile"
"235";"21C1";"Garagistes et autres artisans réparateurs";"Dépanneur électroménager / Dépanneuse électroménager"
"236";"21C1";"Garagistes et autres artisans réparateurs";"Dépanneur informatique / Dépanneuse informatique"
"237";"21C1";"Garagistes et autres artisans réparateurs";"Garagiste de motocycles"
"238";"21C1";"Garagistes et autres artisans réparateurs";"Gérant de contrôle technique automobile / Gérante de contrôle technique automobile"
"239";"21C1";"Garagistes et autres artisans réparateurs";"Préparateur automobile / Préparatrice automobile"
"240";"21C1";"Garagistes et autres artisans réparateurs";"Réparateur de pare-brises / Réparatrice de pare-brises"
"241";"21C1";"Garagistes et autres artisans réparateurs";"Réparateur électroménager / Réparatrice électroménager"
"242";"21C1";"Garagistes et autres artisans réparateurs";"Réparateur en matériel informatique / Réparatrice en matériel informatique"
"243";"21C2";"Artisans du travail des métaux et du bois";"Menuisier ébéniste / Menuisière ébéniste"
"244";"21C2";"Artisans du travail des métaux et du bois";"Artisan chaudronnier / Artisane chaudronnière"
"245";"21C2";"Artisans du travail des métaux et du bois";"Artisan du bois / Artisane du bois"
"246";"21C2";"Artisans du travail des métaux et du bois";"Artisan ébéniste / Artisane ébéniste"
"247";"21C2";"Artisans du travail des métaux et du bois";"Artisan métallier / Artisane métallière"
"248";"21C2";"Artisans du travail des métaux et du bois";"Artisan scieur / Artisane scieuse"
"249";"21C2";"Artisans du travail des métaux et du bois";"Céramiste"
"250";"21C2";"Artisans du travail des métaux et du bois";"Chaudronnier / Chaudronnière"
"251";"21C2";"Artisans du travail des métaux et du bois";"Ébéniste"
"252";"21C2";"Artisans du travail des métaux et du bois";"Fabricant de meubles / Fabricante de meubles"
"253";"21C2";"Artisans du travail des métaux et du bois";"Forgeron / Forgeronne"
"254";"21C2";"Artisans du travail des métaux et du bois";"Marbrier / Marbrière"
"255";"21C2";"Artisans du travail des métaux et du bois";"Serrurier ferronnier / Serrurière ferronnière"
"256";"21C2";"Artisans du travail des métaux et du bois";"Tailleur de pierres / Tailleuse de pierres"
"257";"21C2";"Artisans du travail des métaux et du bois";"Tonnelier / Tonnelière"
"258";"21C2";"Artisans du travail des métaux et du bois";"Verrier / Verrière"
"259";"21C3";"Artisans de la couture et des autres fabrications";"Artisan couturier / Artisane couturière"
"260";"21C3";"Artisans de la couture et des autres fabrications";"Tapissier d'ameublement / Tapissière d'ameublement"
"261";"21C3";"Artisans de la couture et des autres fabrications";"Artisan décorateur / Artisane décoratrice"
"262";"21C3";"Artisans de la couture et des autres fabrications";"Artisan en confection / Artisane en confection"
"263";"21C3";"Artisans de la couture et des autres fabrications";"Artisan en cuir / Artisane en cuir"
"264";"21C3";"Artisans de la couture et des autres fabrications";"Artisan tapissier / Artisane tapissière"
"265";"21C3";"Artisans de la couture et des autres fabrications";"Cartonnier / Cartonnière"
"266";"21C3";"Artisans de la couture et des autres fabrications";"Cordonnier / Cordonnière"
"267";"21C3";"Artisans de la couture et des autres fabrications";"Couturier à domicile / Couturière à domicile"
"268";"21C3";"Artisans de la couture et des autres fabrications";"Créateur de bijoux fantaisie / Créatrice de bijoux fantaisie"
"269";"21C3";"Artisans de la couture et des autres fabrications";"Empailleur de chaises / Empailleuse de chaises"
"270";"21C3";"Artisans de la couture et des autres fabrications";"Imprimeur / Imprimeuse"
"271";"21C3";"Artisans de la couture et des autres fabrications";"Maroquinier / Maroquinière"
"272";"21C3";"Artisans de la couture et des autres fabrications";"Photograveur / Photograveuse"
"273";"21C4";"Artisans d’art";"Artisan d'art / Artisane d'art"
"274";"21C4";"Artisans d’art";"Artisan bijoutier / Artisane bijoutière"
"275";"21C4";"Artisans d’art";"Bijoutier / Bijoutière"
"276";"21C4";"Artisans d’art";"Céramiste d'art"
"277";"21C4";"Artisans d’art";"Coutelier d'art / Coutelière d'art"
"278";"21C4";"Artisans d’art";"Encadreur / Encadreuse"
